column_1,column_2,column_3
0,100,100
1,100,76.3222835625896
0.367879441171442,171.828182845905,35.1346568569219
0.692200627555346,46.8536394613384,22.0503953340163
0.500473500563637,38.3091465933331,11.7553695180565
0.606243535085597,17.4467896811512,6.89424450134944
0.545395785975027,11.1566225253813,3.83456957146984
0.579612335503379,5.90335081440867,2.19857057700161
0.560115461361089,3.48086697962453,1.23916279409932
0.571143115080177,1.93080393125982,0.705258291987735
0.56487934739105,1.10886824205157,0.399183530664793
